num_bins,short_window_size,discount,base_rate,eta,tau_ok,num_runs,nominal_consistent_rate_mean,nominal_consistent_rate_std,nominal_consistent_rate_median,nominal_undecided_rate_mean,nominal_undecided_rate_std,nominal_undecided_rate_median,nominal_false_inconsistent_rate_mean,nominal_false_inconsistent_rate_std,nominal_false_inconsistent_rate_median,fault_false_consistent_rate_mean,fault_false_consistent_rate_std,fault_false_consistent_rate_median,fault_undecided_rate_mean,fault_undecided_rate_std,fault_undecided_rate_median,fault_inconsistent_rate_mean,fault_inconsistent_rate_std,fault_inconsistent_rate_median,decision_coverage_mean,decision_coverage_std,decision_coverage_median,selective_accuracy_mean,selective_accuracy_std,selective_accuracy_median,selective_risk_mean,selective_risk_std,selective_risk_median,balanced_three_state_accuracy_mean,balanced_three_state_accuracy_std,balanced_three_state_accuracy_median,q_inconsistent_roc_auc_mean,q_inconsistent_roc_auc_std,q_inconsistent_roc_auc_median,q_inconsistent_average_precision_mean,q_inconsistent_average_precision_std,q_inconsistent_average_precision_median,q_inconsistent_mean_separation_mean,q_inconsistent_mean_separation_std,q_inconsistent_mean_separation_median,region_transitions_per_1000_steps_mean,region_transitions_per_1000_steps_std,region_transitions_per_1000_steps_median,mean_region_dwell_steps_mean,mean_region_dwell_steps_std,mean_region_dwell_steps_median,event_detection_rate_mean,event_detection_rate_std,event_detection_rate_median,mean_detection_delay_steps_mean,mean_detection_delay_steps_std,mean_detection_delay_steps_median,median_detection_delay_steps_mean,median_detection_delay_steps_std,median_detection_delay_steps_median,worst_detection_delay_steps_mean,worst_detection_delay_steps_std,worst_detection_delay_steps_median,mean_recovery_delay_steps_mean,mean_recovery_delay_steps_std,mean_recovery_delay_steps_median,undetected_event_count_mean,undetected_event_count_std,undetected_event_count_median
5,25,0.95,0.5,0.95,0.5,20,0.6225591715976331,0.06562144885449644,0.6205621301775148,0.355103550295858,0.06271409808887399,0.35133136094674555,0.022337278106508877,0.015491894131015779,0.028846153846153848,0.1945,0.04876184479750385,0.18571428571428572,0.7295,0.04786140705949089,0.73,0.076,0.042697949952926306,0.09071428571428572,0.4544331395348837,0.03713558369810572,0.44694767441860467,0.7587061686429435,0.04311792829345086,0.7687806538784803,0.24129383135705657,0.04311792829345086,0.23121934612151968,0.34927958579881657,0.03161451698678599,0.34638841927303465,0.7903365384615384,0.033732593110086785,0.7845097210481826,0.7831455094659314,0.0334253537286105,0.7789156972353519,0.26052399165970574,0.04406590074408907,0.2503985578912641,50.763081395348834,8.525173796824395,52.325581395348834,19.956676646404343,3.443711943876696,18.84931506849315,0.19166666666666665,0.09785715810206662,0.16666666666666666,64.47222222222223,40.1513578344209,41.0,64.47222222222223,40.1513578344209,41.0,76.05555555555556,51.2484975070687,41.0,24.625,5.038412390347249,23.25,4.85,0.5871429486123998,5.0
5,25,0.98,0.5,0.95,0.5,20,0.7550295857988166,0.0489600394455479,0.764792899408284,0.22056213017751478,0.047344333404467816,0.20414201183431951,0.02440828402366864,0.016876740077000824,0.03180473372781065,0.2987857142857143,0.06387130421097703,0.30428571428571427,0.6265714285714286,0.05951540792837408,0.6221428571428571,0.07464285714285715,0.04467780586904141,0.09357142857142858,0.5728924418604651,0.035641363708790494,0.5715843023255813,0.7148703812689872,0.04262719318122078,0.7169672248461428,0.28512961873101283,0.042627193181220775,0.28303277515385716,0.4148362214708369,0.02588595064428135,0.4207988165680473,0.7768898985629755,0.032806075301040634,0.7762975486052408,0.7652887646607673,0.03603861685536007,0.7677981412457717,0.23202324520199932,0.0449530145492336,0.22244889607057253,30.087209302325583,7.952000073696571,29.433139534883722,34.56824162758312,9.042899676247282,33.2,0.175,0.08506963092234006,0.16666666666666666,60.861111111111114,42.37223201285995,37.0,60.861111111111114,42.37223201285995,37.0,68.27777777777777,52.52988567367046,37.0,22.591666666666665,4.191496194782621,22.083333333333336,4.95,0.5104177855340405,5.0
5,25,0.99,0.5,0.95,0.5,20,0.7876479289940829,0.047138506979213034,0.7958579881656804,0.18653846153846154,0.04571057569812546,0.18195266272189348,0.025813609467455624,0.017774011185479662,0.03550295857988166,0.3752142857142857,0.06993978536426274,0.3857142857142857,0.5472857142857143,0.06482712696840301,0.54,0.0775,0.04359237755973421,0.09285714285714286,0.6299418604651164,0.03729132922435501,0.6384447674418605,0.6780839349789476,0.040190843846140197,0.6717406847639213,0.32191606502105236,0.040190843846140197,0.32825931523607865,0.43257396449704144,0.024360955615294118,0.432762045646661,0.7597458791208791,0.03507675123473062,0.7591251056635672,0.7510677180153323,0.040162410597280956,0.7506772807463726,0.22006578545883954,0.04909053644945519,0.21251115758086658,24.09156976744186,7.367257466379882,23.982558139534884,43.70788335275846,12.784175488787076,40.470588235294116,0.18333333333333332,0.09208437524218041,0.16666666666666666,59.80555555555556,39.511033041748526,40.0,59.80555555555556,39.511033041748526,40.0,67.77777777777777,46.963760190617506,40.0,21.791666666666664,4.158720493174658,20.833333333333332,4.9,0.5525062514530826,5.0
5,25,0.995,0.5,0.95,0.5,20,0.7826923076923077,0.04287094062919802,0.7892011834319527,0.19178994082840237,0.04145145797960326,0.18417159763313612,0.02551775147928994,0.017541810398831036,0.03550295857988166,0.4161428571428571,0.0768458498565268,0.4235714285714286,0.5018571428571429,0.07711375112290217,0.5021428571428572,0.082,0.04461651854610667,0.095,0.6504723837209302,0.04619166536478613,0.6453488372093024,0.6569718198045741,0.03975507723963767,0.6536054468363408,0.3430281801954259,0.03975507723963766,0.34639455316365914,0.4323461538461538,0.02423596643584229,0.436614539306847,0.7270623415046492,0.03475917078214521,0.712129120879121,0.7329542022161495,0.039292414857064875,0.7300413262612355,0.21671972687335644,0.054292229279038276,0.21630648947987385,25.50872093023256,5.229476006450449,26.88953488372093,39.613497836256755,8.100456588820808,36.21052631578947,0.21666666666666665,0.13355245153100528,0.16666666666666666,59.69444444444444,36.927293429115544,39.5,58.97222222222222,37.67331409328415,36.5,73.72222222222223,51.60347178876238,39.5,21.775,4.048418577970431,21.416666666666664,4.7,0.8013147091860319,5.0
5,35,0.95,0.5,0.95,0.5,20,0.7759009009009008,0.03986576152903451,0.777027027027027,0.1966216216216216,0.0379774288440162,0.19144144144144143,0.02747747747747748,0.018480318625907512,0.03753753753753754,0.34114285714285714,0.06432262933422664,0.3514285714285714,0.5909285714285714,0.0606663233820546,0.5835714285714286,0.06792857142857142,0.04183101137137745,0.08499999999999999,0.6013177159590044,0.034669911052577634,0.603221083455344,0.6881831023030551,0.03941055426105922,0.6887425351605022,0.3118168976969448,0.039410554261059244,0.3112574648394978,0.4219147361647361,0.022205579007885116,0.4228249678249678,0.7635286357786357,0.03128680649885493,0.7691344916344915,0.7504141143112599,0.035566290771565964,0.7510466531870463,0.21397043815887148,0.04312961652688417,0.20472368714276626,28.147877013177162,9.516763385820706,27.086383601756957,38.294507985120546,13.083268337370118,35.97227997227998,0.175,0.1008008864715499,0.16666666666666666,58.05882352941177,33.47521581004986,43.5,58.05882352941177,33.47521581004986,43.5,64.23529411764706,42.03351254024089,44.0,22.091666666666665,3.4937182558789694,22.333333333333332,4.95,0.6048053188292996,5.0
5,35,0.98,0.5,0.95,0.5,20,0.7998498498498499,0.03435747382110919,0.8010510510510511,0.17064564564564563,0.03204210425582573,0.16891891891891891,0.0295045045045045,0.02028723920799855,0.03903903903903904,0.41592857142857137,0.0772767912795418,0.4107142857142857,0.5164285714285715,0.06937112013903761,0.5142857142857142,0.06764285714285714,0.0420379732178703,0.08571428571428572,0.6521595900439239,0.03899865748921285,0.6522693997071742,0.6526919250443515,0.039983919363512394,0.6498612668233175,0.34730807495564864,0.03998391936351241,0.3501387331766826,0.43374635349635354,0.020272765313605924,0.43734019734019736,0.74425429000429,0.03108155360184351,0.7499538824538825,0.7289173421248991,0.035209196168869104,0.7260495148778725,0.18482270235914017,0.041920709666255156,0.17487999682086383,21.632503660322108,6.33530196949574,21.2298682284041,48.48159588593346,14.415139401821047,45.58398220244716,0.175,0.10080088647154989,0.16666666666666666,62.23529411764706,37.167743763518764,44.0,62.23529411764706,37.167743763518764,44.0,71.52941176470588,50.370027852705746,44.0,21.716666666666665,3.6690980774237127,22.166666666666664,4.95,0.6048053188292994,5.0
5,35,0.99,0.5,0.95,0.5,20,0.8072072072072072,0.03309547670721721,0.8040540540540541,0.1623873873873874,0.03139869435148625,0.15990990990990991,0.030405405405405407,0.021289547957838835,0.04054054054054054,0.4767142857142857,0.08133697526079833,0.4585714285714286,0.45357142857142857,0.07279962346900419,0.4564285714285714,0.06971428571428571,0.042077111964050375,0.08642857142857144,0.6883967789165447,0.040410929777092784,0.691800878477306,0.6250282723854546,0.039809615268640075,0.6197179636639442,0.37497172761454545,0.03980961526864008,0.38028203633605584,0.43846074646074645,0.022141133271027173,0.4390165165165165,0.7214342020592021,0.0342214632304341,0.7258118833118833,0.7125103254770417,0.03880949522013954,0.7161060140881522,0.17232871261486182,0.04765399740022083,0.16854662410108004,19.143484626647144,4.426130943204025,17.569546120058565,52.653896931781006,11.442103897288469,54.64,0.15833333333333333,0.08506963092234006,0.16666666666666666,58.14705882352941,40.84565640381879,39.0,58.14705882352941,40.84565640381879,39.0,62.470588235294116,47.808364392461215,39.0,20.883333333333333,3.8044679796506546,21.0,5.05,0.5104177855340404,5.0
5,35,0.995,0.5,0.95,0.5,20,0.8111111111111111,0.03085864857225874,0.8055555555555556,0.15773273273273275,0.028883909468285597,0.15615615615615616,0.031156156156156155,0.020290748250942417,0.04054054054054054,0.4957142857142857,0.08886562829682021,0.49642857142857144,0.43121428571428566,0.08548500034883412,0.43142857142857144,0.07307142857142858,0.04168903087601474,0.08785714285714286,0.7021229868228404,0.0495195652459803,0.6972913616398243,0.6184751166103342,0.038889130653088334,0.6091015078501477,0.38152488338966584,0.038889130653088314,0.3908984921498523,0.4420912698412699,0.020882187158985436,0.4429890604890605,0.6922212569712569,0.03536813847692058,0.6929257829257829,0.6981288839878153,0.03934031971107626,0.7048883865852943,0.17079727902172867,0.05088032700319692,0.15997300157935296,20.97364568081991,4.613351142121712,21.961932650073205,48.74728561627619,13.735755397880446,44.064516129032256,0.19166666666666665,0.12419330339509911,0.16666666666666666,59.07843137254902,36.26480146317361,43.0,58.470588235294116,35.62893425128449,43.0,71.0,52.86539510870982,43.0,20.45,3.593813723055689,21.25,4.85,0.7451598203705947,5.0
5,50,0.95,0.5,0.95,0.5,20,0.7887096774193548,0.04177888674506261,0.7811059907834101,0.1773425499231951,0.034845275939504115,0.1774193548387097,0.033947772657450075,0.02410255240111773,0.04531490015360983,0.49692857142857144,0.07126338041206788,0.4992857142857143,0.446,0.06326525068429019,0.44285714285714284,0.05707142857142857,0.04021551768302164,0.06928571428571428,0.6834566987416728,0.037919604809929786,0.6909696521095485,0.6004090003274957,0.032452325973952555,0.5947082702980908,0.3995909996725043,0.032452325973952534,0.4052917297019092,0.42289055299539174,0.019692607429162654,0.42161290322580647,0.7095561773096335,0.029573710587058388,0.7134869431643625,0.6933007260138557,0.03623707222067135,0.6904472602400789,0.13926993150954314,0.03620412048926841,0.13438134905358023,16.95040710584752,4.8857423595137055,18.504811250925243,62.096558334485664,22.25514533095751,52.038518518518515,0.15833333333333333,0.1008008864715499,0.16666666666666666,57.65625,15.650046592049922,52.5,57.65625,15.650046592049922,52.5,61.3125,19.689993228371954,52.5,22.925,4.6407409546523,23.75,5.05,0.6048053188292994,5.0
5,50,0.98,0.5,0.95,0.5,20,0.7921658986175115,0.04191428942038589,0.7834101382488479,0.17250384024577575,0.03462942952090528,0.1758832565284178,0.03533026113671275,0.02554876368132659,0.046850998463901686,0.5588571428571429,0.07807649998318354,0.5442857142857143,0.385,0.06581636399968958,0.39,0.05614285714285714,0.04147417764568222,0.06785714285714287,0.7173945225758697,0.04130973371334483,0.7116950407105848,0.573737096648978,0.031871261859426084,0.5699698029243483,0.426262903351022,0.03187126185942606,0.43003019707565165,0.42415437788018434,0.020027767459141373,0.4227304147465438,0.6857915295150318,0.03125032248022537,0.6869969278033794,0.6706491143489435,0.035033643091641656,0.6710096309079074,0.11499675228450498,0.03542353123795021,0.11124980480851063,17.246484085862328,5.223472617136151,16.28423390081421,60.2658559799012,17.698176769773028,58.73913043478261,0.14166666666666666,0.11180339887498948,0.16666666666666666,53.0,7.7583701698428715,51.5,53.0,7.7583701698428715,51.5,57.142857142857146,15.951161726957707,52.5,22.441666666666666,4.66267843363003,23.75,5.15,0.670820393249937,5.0
