num_bins,short_window_size,discount,base_rate,eta,tau_ok,num_runs,nominal_consistent_rate_mean,nominal_consistent_rate_std,nominal_consistent_rate_median,nominal_undecided_rate_mean,nominal_undecided_rate_std,nominal_undecided_rate_median,nominal_false_inconsistent_rate_mean,nominal_false_inconsistent_rate_std,nominal_false_inconsistent_rate_median,fault_false_consistent_rate_mean,fault_false_consistent_rate_std,fault_false_consistent_rate_median,fault_undecided_rate_mean,fault_undecided_rate_std,fault_undecided_rate_median,fault_inconsistent_rate_mean,fault_inconsistent_rate_std,fault_inconsistent_rate_median,steady_nominal_consistent_rate_mean,steady_nominal_consistent_rate_std,steady_nominal_consistent_rate_median,steady_nominal_undecided_rate_mean,steady_nominal_undecided_rate_std,steady_nominal_undecided_rate_median,steady_nominal_false_inconsistent_rate_mean,steady_nominal_false_inconsistent_rate_std,steady_nominal_false_inconsistent_rate_median,steady_fault_false_consistent_rate_mean,steady_fault_false_consistent_rate_std,steady_fault_false_consistent_rate_median,steady_fault_undecided_rate_mean,steady_fault_undecided_rate_std,steady_fault_undecided_rate_median,steady_fault_inconsistent_rate_mean,steady_fault_inconsistent_rate_std,steady_fault_inconsistent_rate_median,steady_undecided_rate_mean,steady_undecided_rate_std,steady_undecided_rate_median,steady_balanced_correct_rate_mean,steady_balanced_correct_rate_std,steady_balanced_correct_rate_median,steady_decision_coverage_mean,steady_decision_coverage_std,steady_decision_coverage_median,steady_selective_accuracy_mean,steady_selective_accuracy_std,steady_selective_accuracy_median,undecided_localization_precision_mean,undecided_localization_precision_std,undecided_localization_precision_median,transition_undecided_sample_rate_mean,transition_undecided_sample_rate_std,transition_undecided_sample_rate_median,transition_completion_rate_mean,transition_completion_rate_std,transition_completion_rate_median,mediated_transition_rate_mean,mediated_transition_rate_std,mediated_transition_rate_median,direct_transition_rate_mean,direct_transition_rate_std,direct_transition_rate_median,transition_undecided_presence_rate_mean,transition_undecided_presence_rate_std,transition_undecided_presence_rate_median,onset_mediated_transition_rate_mean,onset_mediated_transition_rate_std,onset_mediated_transition_rate_median,recovery_mediated_transition_rate_mean,recovery_mediated_transition_rate_std,recovery_mediated_transition_rate_median,mean_transition_settling_delay_steps_mean,mean_transition_settling_delay_steps_std,mean_transition_settling_delay_steps_median,median_transition_settling_delay_steps_mean,median_transition_settling_delay_steps_std,median_transition_settling_delay_steps_median,mean_undecided_steps_per_transition_mean,mean_undecided_steps_per_transition_std,mean_undecided_steps_per_transition_median,mean_transition_path_length_steps_mean,mean_transition_path_length_steps_std,mean_transition_path_length_steps_median,decision_coverage_mean,decision_coverage_std,decision_coverage_median,selective_accuracy_mean,selective_accuracy_std,selective_accuracy_median,selective_risk_mean,selective_risk_std,selective_risk_median,balanced_three_state_accuracy_mean,balanced_three_state_accuracy_std,balanced_three_state_accuracy_median,q_inconsistent_roc_auc_mean,q_inconsistent_roc_auc_std,q_inconsistent_roc_auc_median,q_inconsistent_average_precision_mean,q_inconsistent_average_precision_std,q_inconsistent_average_precision_median,q_inconsistent_mean_separation_mean,q_inconsistent_mean_separation_std,q_inconsistent_mean_separation_median,region_transitions_per_1000_steps_mean,region_transitions_per_1000_steps_std,region_transitions_per_1000_steps_median,mean_region_dwell_steps_mean,mean_region_dwell_steps_std,mean_region_dwell_steps_median,event_detection_rate_mean,event_detection_rate_std,event_detection_rate_median,mean_detection_delay_steps_mean,mean_detection_delay_steps_std,mean_detection_delay_steps_median,median_detection_delay_steps_mean,median_detection_delay_steps_std,median_detection_delay_steps_median,worst_detection_delay_steps_mean,worst_detection_delay_steps_std,worst_detection_delay_steps_median,mean_recovery_delay_steps_mean,mean_recovery_delay_steps_std,mean_recovery_delay_steps_median,undetected_event_count_mean,undetected_event_count_std,undetected_event_count_median
3,20,0.9,0.5,0.95,0.5,20,0.6973568281938326,0.05662181368187326,0.6989720998531571,0.27437591776798825,0.061132981864033945,0.27973568281938327,0.028267254038179153,0.015400089845701672,0.0315712187958884,0.2382857142857143,0.049916363992179816,0.24214285714285716,0.6007857142857143,0.058816605866637055,0.5878571428571429,0.16092857142857142,0.056622205130638176,0.18,0.7947845804988662,0.07712733639385352,0.7891156462585034,0.2052154195011338,0.07712733639385354,0.2108843537414966,0.0,0.0,0.0,0.16184782608695653,0.07290152860092172,0.1467391304347826,0.6392391304347826,0.07989793944956118,0.6282608695652174,0.19891304347826086,0.06890959646036186,0.21195652173913043,0.426803551609323,0.05199991386166879,0.42952275249722527,0.49684881198856357,0.05521596248058108,0.50559129448881,0.5731964483906771,0.05199991386166879,0.5704772475027746,0.8563550621079937,0.06295034587781412,0.8832204418410925,0.3668487050825664,0.03982633804992581,0.35676823176823175,0.4642708333333333,0.0690178693013247,0.46979166666666666,0.5416666666666667,0.08760958050630782,0.5416666666666667,0.4708333333333333,0.10215156151752079,0.5,0.07083333333333333,0.048928579051033316,0.08333333333333333,0.9208333333333334,0.05719439509610495,0.9166666666666666,0.2333333333333333,0.15672078199387574,0.16666666666666666,0.7083333333333333,0.15174424466672104,0.6666666666666666,15.302579365079364,4.081287777806922,16.0,15.875,5.583987916590757,16.75,15.35,2.3787251487579093,15.208333333333332,24.366666666666667,2.3274361568746604,23.75,0.5601737871107892,0.04588987059026577,0.5651701665459812,0.7594496819368521,0.04063109353750143,0.7602803329422458,0.24055031806314794,0.04063109353750142,0.23971966705775416,0.429142699811202,0.04237510594887862,0.4367369414726243,0.7919169813299769,0.03571893140982709,0.789692678833648,0.7955458826170231,0.03464843545597929,0.7992691469344626,0.32601202495938175,0.053207638376643766,0.3166901325053194,60.46343229543809,8.194087088398252,57.92903692976104,16.606643982578408,2.0864201429988922,17.051981707317072,0.5416666666666667,0.1417827182039001,0.5,58.89083333333333,23.850703077282684,53.33333333333333,48.25,27.817308129633023,38.0,99.35,49.30599942144332,93.0,16.858333333333334,4.607162933128984,16.583333333333332,2.75,0.8506963092234007,3.0
3,20,0.95,0.5,0.95,0.5,20,0.7625550660792951,0.044900266079906194,0.7665198237885462,0.20822320117474305,0.04563607884699355,0.20337738619676946,0.02922173274596182,0.01650990247457323,0.033773861967694566,0.2769285714285714,0.055775510990114456,0.2707142857142857,0.5708571428571428,0.062367195100506305,0.5514285714285714,0.15221428571428572,0.057395073086528504,0.16999999999999998,0.8700680272108844,0.06313772538274069,0.8684807256235827,0.12993197278911567,0.06313772538274066,0.13151927437641725,0.0,0.0,0.0,0.19152173913043477,0.07643073692247633,0.17608695652173914,0.6155434782608695,0.08134121889396005,0.6065217391304347,0.19293478260869565,0.0719723516432152,0.20543478260869566,0.37785793562708103,0.04203597289825157,0.3762486126526082,0.53150140490979,0.047213725611624124,0.5413524105294292,0.622142064372919,0.04203597289825161,0.6237513873473918,0.843488576381038,0.06023328411594002,0.8506809702126503,0.37078814068794536,0.041144440363454986,0.36392606375194503,0.41864583333333333,0.06380392384563362,0.42083333333333334,0.5208333333333334,0.059695866617614925,0.5,0.4375,0.07089135910195007,0.4166666666666667,0.08333333333333333,0.05407380704358751,0.08333333333333333,0.9,0.06945906278887422,0.9166666666666666,0.19166666666666665,0.1458489966525701,0.16666666666666666,0.6833333333333333,0.14204027103779843,0.6666666666666666,15.029166666666665,3.423604195149603,15.833333333333332,15.675,5.019108224418066,15.5,14.370833333333334,2.363754540199931,14.583333333333334,24.541666666666664,2.180371635257681,24.333333333333336,0.6079652425778421,0.03803772022212882,0.6129616220130341,0.7458611650130085,0.040208446937194546,0.7550664424842016,0.2541388349869915,0.040208446937194525,0.24493355751579837,0.45738467589679044,0.03407248998486214,0.46541273337528843,0.7900736312146004,0.03593974217880364,0.7881770505559051,0.790156986908306,0.03565499894193252,0.7942606187124273,0.3100824131515529,0.0541770732233058,0.30403936707407375,51.33960897900073,9.302586110982018,51.04996379435192,19.792694708555626,3.5243062507049774,19.315629890453835,0.4583333333333333,0.10644439560975086,0.5,59.025,22.720670638627855,55.166666666666664,52.7,27.828137975040566,41.0,90.6,42.51488903282806,88.0,16.383333333333333,4.382347631148619,16.25,3.25,0.6386663736585052,3.0
3,20,0.98,0.5,0.95,0.5,20,0.8284875183553597,0.03956763458118683,0.8252569750367107,0.1403083700440529,0.035503690257526595,0.13656387665198239,0.03120411160058737,0.01815955537306427,0.037444933920704845,0.35185714285714287,0.07031019195997054,0.3414285714285714,0.5105714285714286,0.07155237391362038,0.5007142857142857,0.13757142857142857,0.05478029548443469,0.15071428571428572,0.9492063492063492,0.04023131701581984,0.9580498866213152,0.050793650793650794,0.04023131701581987,0.0419501133786848,0.0,0.0,0.0,0.24163043478260868,0.08621040024923456,0.24130434782608695,0.5783695652173912,0.09335038616713104,0.557608695652174,0.18,0.07150332231428062,0.1956521739130435,0.32014428412874585,0.038513807301422724,0.3107658157602664,0.5646031746031747,0.036077892855791216,0.565063344178251,0.6798557158712542,0.03851380730142272,0.6892341842397336,0.8201823035658103,0.058974203027445826,0.8188902636010585,0.36188094471932253,0.05313566877063845,0.35270963425512936,0.34270833333333334,0.06798148343956076,0.3489583333333333,0.5,0.0715329229399127,0.5,0.39166666666666666,0.09404801560780579,0.4166666666666667,0.10833333333333332,0.06677622576550266,0.08333333333333333,0.8416666666666666,0.10436384846055205,0.8333333333333334,0.15833333333333333,0.12652577575270804,0.16666666666666666,0.625,0.1699243037527238,0.6666666666666666,13.697738095238094,3.1320471298584214,13.857142857142858,13.375,5.2084824540056,13.75,11.8125,2.4314993990304377,12.25,24.416666666666664,1.7972932865547384,24.416666666666664,0.6720130340333091,0.03485294605701993,0.6705286024619841,0.7127721802007645,0.04328193626267605,0.7239600038488678,0.2872278197992355,0.04328193626267605,0.2760399961511322,0.48302947346339414,0.02703600113143016,0.48659848961611074,0.7825759387455423,0.0363317783728978,0.7852003356408643,0.7762906960302808,0.03803367727005753,0.7795428509499943,0.27330813798931064,0.053947397455316876,0.26976633342861145,37.14699493120927,7.283310203766522,36.56770456191166,27.4329898662241,5.8646317353105655,26.818061840120663,0.4416666666666666,0.09785715810206663,0.5,59.983333333333334,23.497660702281244,55.41666666666667,54.3,27.362286761930285,42.25,86.65,35.331922348523655,87.0,15.675,3.597625516465707,15.583333333333334,3.35,0.5871429486123998,3.0
3,20,0.99,0.5,0.95,0.5,20,0.8480910425844346,0.03940920691951872,0.8509544787077826,0.11864904552129221,0.033975212728444545,0.11086637298091043,0.033259911894273124,0.019494157999184022,0.04038179148311307,0.4233571428571429,0.08008356940145298,0.4278571428571428,0.45599999999999996,0.08145639941324788,0.44999999999999996,0.12064285714285714,0.05119301736421527,0.13642857142857143,0.9709750566893425,0.02630673548268305,0.9761904761904763,0.029024943310657598,0.026306735482683054,0.023809523809523808,0.0,0.0,0.0,0.3008695652173913,0.09489349632200568,0.31521739130434784,0.5363043478260869,0.10394922916767002,0.5239130434782608,0.16282608695652173,0.06962204486676407,0.1826086956521739,0.28801331853496115,0.04756554259785204,0.2841287458379578,0.5669005718229321,0.032157376159891046,0.57713201222518,0.7119866814650389,0.04756554259785203,0.7158712541620422,0.7867124307648623,0.05829525082818152,0.7758203335126412,0.34981884555640674,0.057134397334226,0.3495843564180694,0.29270833333333335,0.07063148484951161,0.29166666666666663,0.45,0.07354832917984065,0.5,0.32916666666666666,0.09924790274273008,0.3333333333333333,0.12083333333333332,0.07870943678236106,0.08333333333333333,0.7416666666666667,0.10780912307195464,0.75,0.075,0.08506963092234006,0.0,0.5833333333333333,0.17521916101261562,0.5,11.938333333333334,3.099123154617348,11.383333333333333,11.2,5.923636862959319,11.25,10.158333333333333,2.4292473505302996,9.875,24.725,1.725729780369395,24.5,0.7103548153511948,0.04426544270741277,0.7179580014482259,0.6762970561975933,0.04212516621911847,0.6813395077609125,0.3237029438024067,0.04212516621911847,0.31866049223908754,0.48436694986364587,0.026412152384609183,0.4925188797986154,0.7684586217747011,0.037122949144048546,0.7721166352003357,0.7559579796521756,0.04136866045103815,0.7589963820107475,0.23074649957433824,0.05122855439805789,0.22829481608304844,29.761042722664733,6.865118302176051,29.326574945691526,34.49220753304925,8.148141701674959,33.28193960511034,0.39166666666666666,0.09785715810206663,0.3333333333333333,64.025,24.290955347534325,63.166666666666664,63.775,25.112103917392005,60.0,85.75,36.56698971534443,83.5,15.891666666666666,3.7288487319140593,15.083333333333332,3.65,0.5871429486123997,4.0
3,25,0.9,0.5,0.95,0.5,20,0.7947485207100592,0.04362981496204677,0.8010355029585798,0.17292899408284024,0.04184586769293577,0.16937869822485208,0.03232248520710059,0.01757067556757372,0.03698224852071006,0.3112142857142857,0.06187592831492318,0.3092857142857143,0.5348571428571429,0.06481635629194651,0.5142857142857142,0.15392857142857144,0.058961428524974636,0.1657142857142857,0.9113532110091743,0.05627094734814865,0.9174311926605505,0.08864678899082569,0.056270947348148644,0.08256880733944955,0.0,0.0,0.0,0.2132608695652174,0.07974033822442227,0.2,0.5892391304347826,0.08405477353922783,0.5717391304347826,0.19749999999999998,0.07579143328285032,0.21195652173913043,0.34564732142857146,0.04212859395475947,0.3387276785714286,0.5544266055045871,0.04247987187231256,0.5590546469884323,0.6543526785714285,0.0421285939547594,0.6612723214285714,0.8338391450428917,0.05794278879329063,0.8427268312985572,0.36917689739038034,0.050280231718956674,0.3627347644504445,0.3783333333333333,0.0664896223710207,0.38020833333333337,0.5125,0.062096651697549576,0.5,0.4,0.06945906278887423,0.4166666666666667,0.1125,0.048928579051033316,0.08333333333333333,0.8583333333333334,0.0720420604892181,0.8333333333333334,0.175,0.12652577575270804,0.16666666666666666,0.625,0.1417827182039001,0.6666666666666666,14.260833333333332,2.601705912926686,14.025,15.0,4.397966037062803,14.75,12.925,2.352661178300658,13.208333333333334,24.391666666666666,1.7176628007487447,24.208333333333336,0.6429505813953489,0.03608934742584273,0.6424418604651163,0.7297498496517838,0.04067735859675289,0.7344519964988128,0.2702501503482162,0.04067735859675289,0.26554800350118724,0.4743385460693153,0.03067106827901084,0.47596576500422655,0.7850635038038885,0.03527072872789552,0.7854585798816568,0.7831755460607938,0.035826576904114324,0.785868847483423,0.29945770688487533,0.054885071618103805,0.29554184058035027,46.32994186046511,8.112835839533975,45.78488372093023,21.879955806373307,3.930545161357382,21.5,0.4583333333333333,0.10644439560975086,0.5,59.4625,21.643213943296907,56.33333333333333,52.9,27.0192913538301,41.25,91.65,42.56422391979838,88.0,15.883333333333335,3.4101242453055955,15.75,3.25,0.6386663736585052,3.0
3,25,0.95,0.5,0.95,0.5,20,0.8222633136094675,0.03762987904303174,0.8232248520710059,0.14474852071005917,0.03330097495606154,0.14053254437869822,0.03298816568047337,0.018433263569174265,0.038461538461538464,0.34557142857142853,0.0697084614848002,0.3414285714285714,0.5065,0.06746200744848609,0.48857142857142855,0.14792857142857144,0.057040274463299616,0.1607142857142857,0.9450688073394495,0.045407326189319835,0.9529816513761468,0.054931192660550465,0.045407326189319856,0.047018348623853214,0.0,0.0,0.0,0.2366304347826087,0.08667079774280946,0.2326086956521739,0.5697826086956522,0.08763720995728697,0.5565217391304348,0.19358695652173913,0.07437088980791351,0.20760869565217394,0.31925223214285714,0.04005678565183662,0.3113839285714286,0.5693278819305944,0.03886654263670483,0.5722028320702035,0.6807477678571429,0.04005678565183658,0.6886160714285714,0.8230715623474593,0.059815816633417666,0.8267125430090709,0.3670271374276345,0.055829525859403296,0.3575523162788354,0.3465625,0.06593719253136372,0.3520833333333333,0.5083333333333334,0.06567241047103439,0.5,0.4,0.07928776518229241,0.4166666666666667,0.10833333333333332,0.05474555711098219,0.08333333333333333,0.8291666666666666,0.0875052212310217,0.8333333333333334,0.175,0.12652577575270804,0.16666666666666666,0.625,0.15174424466672098,0.6666666666666666,14.314761904761905,2.991799628934412,14.016666666666666,14.5,5.462792808001956,14.5,11.975,2.4620066222874253,12.583333333333332,24.525,1.8050246632907037,24.416666666666668,0.6712209302325581,0.03305342831143401,0.670421511627907,0.7148988481801897,0.042974807757902994,0.721354074519656,0.2851011518198103,0.04297480775790299,0.27864592548034395,0.48509594251901944,0.02706458414472826,0.4877704987320372,0.7819075443786982,0.03505909142232222,0.7831899830938293,0.7770278160110509,0.03656292782774335,0.7782195463108799,0.28227278223234353,0.05508153550314875,0.27806256607073737,37.02761627906977,6.984529233357468,34.883720930232556,27.29912207061892,4.751931476143983,28.081632653061224,0.4416666666666667,0.1118033988749895,0.5,57.55833333333334,22.544694076304346,54.25,52.85,25.958519542572247,42.25,84.45,36.79884866620007,86.5,16.091666666666665,3.653675150483846,16.25,3.35,0.6708203932499369,3.0
3,25,0.98,0.5,0.95,0.5,20,0.8454142011834319,0.03698224852071007,0.849112426035503,0.11930473372781066,0.03202450989611287,0.11094674556213019,0.0352810650887574,0.019277277685305846,0.040680473372781065,0.4043571428571429,0.08115105724741849,0.4,0.4631428571428572,0.0764415349837815,0.4521428571428572,0.1325,0.05315982225770193,0.1442857142857143,0.9719036697247706,0.029086778282636495,0.9770642201834863,0.02809633027522936,0.02908677828263649,0.022935779816513763,0.0,0.0,0.0,0.28206521739130436,0.09680981142477597,0.29565217391304344,0.5394565217391304,0.09675686978998989,0.5358695652173913,0.17847826086956523,0.07130930105026262,0.1989130434782609,0.290625,0.043124131651931075,0.2845982142857143,0.575190965297168,0.0349268080607683,0.5835211408057439,0.709375,0.04312413165193107,0.7154017857142858,0.7980660425230697,0.062061521902112865,0.7847267676481351,0.35527758676250415,0.055900729643062336,0.3490821601729073,0.30093749999999997,0.06827980827863571,0.3052083333333333,0.45833333333333337,0.06893084932237592,0.5,0.325,0.10436384846055208,0.3333333333333333,0.13333333333333333,0.07836039099693787,0.125,0.75,0.108147614087175,0.75,0.08333333333333333,0.08549819600709618,0.08333333333333333,0.5666666666666667,0.19041352352582647,0.5,12.344166666666666,3.425174580431302,11.833333333333334,11.625,6.468293112520001,12.75,10.4625,2.3469955598370307,10.541666666666668,24.720833333333335,1.7323198369654085,24.583333333333336,0.7057776162790698,0.04031906848951924,0.7136627906976745,0.6853935488977012,0.045026487328657404,0.6917219243218625,0.3146064511022989,0.045026487328657425,0.3082780756781375,0.48895710059171604,0.026955744795785885,0.49664835164835164,0.7721433326289096,0.03563682523404624,0.7748985629754861,0.7621869785429448,0.03846260887494269,0.7621216772491954,0.24645553898894276,0.05353707293105027,0.24266649648101984,28.96075581395349,6.8754237256242705,28.70639534883721,35.5309219650854,8.673540789501395,33.98048780487805,0.4,0.09970717360268647,0.3333333333333333,60.80416666666666,23.111718170937998,59.33333333333333,59.725,24.35076730661793,56.25,84.35,38.08200984302444,83.5,15.9,3.5971886358476306,15.333333333333332,3.6,0.5982430416161189,4.0
3,25,0.99,0.5,0.95,0.5,20,0.8513313609467457,0.038234784223445444,0.8587278106508875,0.11153846153846154,0.03211115633423701,0.10133136094674555,0.0371301775147929,0.021117036049849176,0.042899408284023666,0.4722142857142857,0.08723768413841912,0.47285714285714286,0.41085714285714287,0.08939515097733174,0.4085714285714286,0.11692857142857142,0.05094019365641393,0.13071428571428573,0.9783256880733944,0.019638326405779914,0.9782110091743119,0.021674311926605506,0.019638326405779904,0.021788990825688075,0.0,0.0,0.0,0.34119565217391307,0.1032322012474335,0.3521739130434783,0.4995652173913044,0.11383196234003902,0.49673913043478257,0.1592391304347826,0.07044592320856329,0.17391304347826086,0.2670200892857143,0.05455832791206693,0.2684151785714286,0.5687824092540885,0.03090123837831663,0.5704178300757878,0.7329799107142857,0.05455832791206691,0.7315848214285714,0.7640068034797473,0.05868664719218153,0.7542090679787776,0.34020764552462446,0.054688864943936155,0.33833226543698824,0.2578125,0.06596005389472724,0.2635416666666667,0.4333333333333333,0.07453559924999299,0.4166666666666667,0.29583333333333334,0.09924790274273008,0.25,0.1375,0.07292449832628504,0.16666666666666666,0.6541666666666667,0.12760444638351007,0.6666666666666666,0.041666666666666664,0.07404360971988655,0.0,0.55,0.18809603121561158,0.5,11.370833333333334,4.012800698320869,11.133333333333333,10.425,7.257074588217167,9.75,8.925,2.2433951139794575,9.291666666666668,24.925,1.7120786927861675,24.791666666666664,0.7361918604651163,0.05003574623831793,0.7430959302325582,0.6506715701656248,0.04171162754660618,0.6533268229166667,0.3493284298343751,0.041711627546606185,0.34667317708333334,0.48412996618765847,0.025731120826574645,0.49153634826711745,0.75629739010989,0.03646440083598424,0.7587130177514793,0.7408627860568373,0.0411750573386118,0.7406314153306077,0.20712470887070272,0.05027810181702155,0.2041090620026928,26.671511627906977,6.64023941776241,24.34593023255814,38.40006514415429,8.4391018715266,39.95959595959596,0.3583333333333333,0.1354546168145415,0.3333333333333333,63.2061403508772,23.902811970100352,58.5,63.05263157894737,24.31785737137429,58.0,83.94736842105263,38.342714336494986,75.0,16.216666666666665,3.8175112066456984,15.416666666666668,3.85,0.812727700887249,4.0
3,35,0.9,0.5,0.95,0.5,20,0.8422672672672672,0.03653465104079438,0.8475975975975976,0.11771771771771773,0.030661141316943856,0.10960960960960961,0.04001501501501502,0.02110144587030112,0.04504504504504504,0.42664285714285716,0.07826704541134874,0.4228571428571429,0.4365,0.07345468509646501,0.425,0.13685714285714284,0.05368404203760337,0.15071428571428572,0.975,0.02431500058775675,0.9800469483568075,0.025,0.024315000587756742,0.01995305164319249,0.0,0.0,0.0,0.29532608695652174,0.09673630212099785,0.31195652173913047,0.5180434782608696,0.0983398661818725,0.5119565217391304,0.1866304347826087,0.07360710340094566,0.20869565217391306,0.2809819413092551,0.046186893234246865,0.281038374717833,0.5808152173913044,0.03556333838803126,0.5808506838130231,0.719018058690745,0.0461868932342469,0.7189616252821671,0.7889452761445177,0.06034886902500475,0.7794662528920965,0.3506046194128279,0.05944919945251645,0.3680024007908488,0.28125,0.06541100936538766,0.29583333333333334,0.4375,0.07089135910195009,0.4166666666666667,0.3,0.09520676176291325,0.3333333333333333,0.1375,0.07292449832628504,0.125,0.7125,0.1130226650146666,0.7083333333333333,0.06666666666666667,0.0837707816583391,0.0,0.5333333333333333,0.17605156076213477,0.5,11.795833333333333,3.381865445118846,11.600000000000001,10.375,7.294329087867181,11.25,9.6875,2.2179944249266828,10.166666666666668,24.945833333333333,1.7768975114175474,24.875,0.7189238653001464,0.04146931465562637,0.7316983894582723,0.6700057153405867,0.04241368937482401,0.6778015672039213,0.32999428465941316,0.042413689374824,0.3221984327960787,0.4895622050622051,0.027514336990909067,0.49340519090519086,0.7646342235092235,0.03393429044549561,0.7661229086229087,0.754841489155115,0.03807178184257903,0.7505830294984263,0.23995502709352926,0.055053509594153054,0.2355297408618141,28.62371888726208,6.451879583043272,28.55051244509517,35.95471432581983,9.503781872272723,34.17135709818637,0.4333333333333333,0.08377078165833912,0.5,66.81666666666666,23.15532980213441,61.58333333333333,60.05,23.78295497553702,53.0,101.6,42.91165956142677,92.5,16.366666666666667,3.820382394136338,15.416666666666668,3.4,0.5026246899500346,3.0
3,35,0.95,0.5,0.95,0.5,20,0.8442942942942944,0.0371964908584152,0.8513513513513513,0.11478978978978979,0.031232731936808023,0.11186186186186187,0.04091591591591592,0.022012965051858163,0.044294294294294295,0.45257142857142857,0.0829848639674167,0.44857142857142857,0.4156428571428571,0.07937656516721014,0.4064285714285715,0.13178571428571428,0.05368659300540932,0.14714285714285713,0.9772300469483568,0.02083091878106673,0.9812206572769953,0.022769953051643192,0.020830918781066743,0.018779342723004695,0.0,0.0,0.0,0.31684782608695655,0.10089854738297094,0.32717391304347826,0.5027173913043479,0.10508623887188455,0.508695652173913,0.18043478260869567,0.07496558425042626,0.20543478260869566,0.2719525959367946,0.05049612644289683,0.2748306997742664,0.5788324147785262,0.03448761772289766,0.5798071034905083,0.7280474040632054,0.05049612644289683,0.7251693002257336,0.7765617982067659,0.05997106076525387,0.7650225520151317,0.3432874912648344,0.05907609450870823,0.34892940125111704,0.2634375,0.06554872342421217,0.2739583333333333,0.4291666666666667,0.06772730840727077,0.4166666666666667,0.29166666666666663,0.09168660070336349,0.3333333333333333,0.1375,0.07292449832628504,0.125,0.6666666666666667,0.1209127083516686,0.6666666666666666,0.05,0.07836039099693787,0.0,0.5333333333333333,0.17605156076213477,0.5,11.515833333333333,3.677422322975765,11.4,9.825,7.4943399695335,9.25,9.083333333333332,2.192824555718889,9.583333333333334,25.033333333333335,1.7096218931517744,24.708333333333336,0.7310395314787701,0.045888851211075506,0.7437774524158126,0.6568943442587339,0.042291987554906145,0.6612184400529375,0.34310565574126606,0.04229198755490614,0.33878155994706244,0.4880400042900043,0.027797062388841838,0.4920817245817246,0.7591539575289575,0.034427214582361726,0.7600997425997426,0.7473073042539158,0.038665787453052824,0.7419413313565018,0.22443805005013254,0.054226883908706,0.2215254556550812,25.62225475841874,6.381989668434368,25.62225475841874,40.31554768682501,10.616482174227494,37.97374517374517,0.4083333333333333,0.1008008864715499,0.3333333333333333,63.62916666666666,23.35829609250275,61.33333333333333,61.0,24.566236993076497,55.0,88.05,38.75085737591391,87.0,16.533333333333335,3.8550490929133345,15.25,3.55,0.6048053188292994,4.0
